ACD_ID,HEADLINE,INDUSTRY
30002,Business Solutions Specialist at NIIT Technologies Limited,Insurance
30021,"Vice President, Online Sales  at Fidelity Investments",Financial Services
30032,Scientist at MedImmune,Research
30040,Project Manager at Fidelity India,Information Technology and Services
30050,Senior Associate at Cognizant Technology Solutions,Information Technology and Services
30056,noname,
30057,Sr. Systems Analyst (Compliance) at IDB Bank New York,Information Technology and Services
30079,"CISSP, CAPM",Computer Software
30098,Senior Project Manager(Technology) at Infosys Ltd,Computer Software
30116,Manager at eBay Inc,Management Consulting
30122,Software Architect at Aristocrat,Entertainment
30155,Senior Engineer at SRA International,Computer Software
30159,National Recruiter:Strategic Delivery-Modis,Human Resources
30169,Principal Business Process Analyst at American Student Assistance,Computer Software
30170,Business Consulting  Manager at Alvarez & Marsal,Management Consulting
30180,MBA Candidate at Kelley School of Business,Information Technology and Services
30219,Software Testing Engineer at Agilis International,Computer Software
30222,Testing Manager at Citi Group,Computer Software
30225,"Manager, Business Strategy & Analytics at American Express",Financial Services
30257,"Director, IT Business Management at Fidelity Investments",Information Technology and Services
30267,Sr Project Manager at Aon Hewitt,Information Technology and Services
30297,IT Services Sales Executive,Information Technology and Services
30328,EM Asia FX Options Trader  Vice President at Bank of America,Investment Banking
30330,Engagement Director,Computer Software
30350,Project Manager at Mahindra Satyam,Computer Software
30356,"Operations, Product Development and Supply Chain Executive with global Gaming experience.",Gambling & Casinos
30360,Product Verification Manager at Blue Cross and Blue Shield Association,Information Technology and Services
31154,Digital Media Supervisor at Universal McCann,Marketing and Advertising
31155,"Managing Director, Sector Head  Industrials at Tourbillon Capital Partners",Investment Management
31158,National Account Executive,Marketing and Advertising
31159,EVP at Affinitive,Marketing and Advertising
31163,Software Architect,Information Technology and Services
31165,Sr. Associate Producer at SapientNitro,Marketing and Advertising
31169,Vice President at Sapient,Marketing and Advertising
31170,"Web Production Manager, Global Experience Design at Sony",Consumer Services
31171,Associate Creative Director / Copywriter at SapientNitro,Marketing and Advertising
31172,"Creative Director, SapientNitro",Marketing and Advertising
31176,"Entrepreneur, Strategy Consultant, Dad & Blogger at The Huffington Post",Marketing and Advertising
31177,Spanish Teacher at New York City Department of Education,Marketing and Advertising
31178,Senior Account Director at Critical Mass,Marketing and Advertising
31182,Experienced Digital Advertising Executive,Internet
31184,"Regional Sales Manager  at RedPoint Global, Inc",Computer Software
31190,"Experienced Digital Strategy, Media and Marketing Executive  Actively Seeking New Employment",Marketing and Advertising
31191,"Vice President, Customer Lifecycle Management & Experience at Time Warner Cable",Marketing and Advertising
31193,CEO & Founder at Vested Interest Co.,Marketing and Advertising
31202,Associate Program Manager  GMA Program,Financial Services
31209,VP Marketing at JeNu Biosciences,Marketing and Advertising
31210,Radiation Oncologist,Medical Practice
31211,Owner at Digital Advertising Experts,Marketing and Advertising
31212,Account Director at Rhythm NewMedia,Marketing and Advertising
31213,"Strategic Sales and Marketing at Aerify Media, Graphfluence and Idomoo",Marketing and Advertising
31217,Senior Vice President at Solomon Page Group,Staffing and Recruiting
31219,Stay at home dad,Sports
31220,Senior Digital Marketing Manager  at Chrysler,Marketing and Advertising
31221,Helping companies and teams innovate through experience design and technology,Marketing and Advertising
31222,Experience Design and Creative Leader,Information Technology and Services
31224,Account Director at SapientNitro,Internet
31225,Sales Director at Accenture,Financial Services
31227,Attorney,Law Practice
31228,"Strategic Partner Lead, DoubleClick by Google",Marketing and Advertising
31230,Client Engagement Manager at eClerx,Internet
31231,Senior Manager Corporate Communications at Northeast Bank,Financial Services
31234,Marketing Director,Marketing and Advertising
31236,East Coast Sailing Ltd.,Entertainment
31237,"Sales Director, Americas & Japan Client Group at Investec Asset Management",Financial Services
31244,General Manager at Blast Radius New York,Internet
31245,Head of Talent at ?What If! Innovation Partners,Marketing and Advertising
31250,"Accomplished leader of global digital influence, CRM, multichannel commerce & business school faculty",Internet
31253,Global Account Director at SapientNitro,Marketing and Advertising
31254,Interactive Web Marketing Manager  at Snapfish,Online Media
31256,Principal at Morgan Burrows Associates,Staffing and Recruiting
31257,"Co-Founder and Certified Professional Dog Trainer (ACDBC, CPDT-KA, KPA-CTP) at Instinct Dog Behavior & Training LLC",Consumer Services
31258,"Director at White Oak Merchant Partners, LLC",Financial Services
31260,"Executive Director, Digital Marketing and Marketing Communications at Forest Laboratories",Pharmaceuticals
31261,Mobile Strategy,Information Technology and Services
31262,Principal at Byster Associates,Staffing and Recruiting
31264,Program Director at Enterprise Development Corporation of South Florida,Computer Software
31267,Experienced Account Management Professional,Marketing and Advertising
31268,Jeep Brand Marketing Lead:  Media (Traditional & Digital) and Social Media at Chrysler Group LLC,Automotive
31269,Account Director at Mullen,Marketing and Advertising
31270,Investment Research Analysis,Research
31272,SVP  Group Account Director at GlobalHue,Marketing and Advertising
31275,"Executive Recruiter at Staffing Network & Quality Placement Authority, a WJI Industries Co.",Staffing and Recruiting
31277,"CXO, Chief Experience Officer at SapientNitro",Internet
31278,"Senior Manager, Accenture Management Consulting",Management Consulting
31279,Program Manager at Sapient,Management Consulting
31283,Senior Content Strategist/Copy Lead,Internet
31285,"After-Sales Business Development, Communications Specialist",Automotive
31288,Marketing Manager at Digitas,Design
31289,Chief Executive Officer / President / Executive Vice-President,Internet
31290,"Sales Director, Mobile Solutions Development at Yahoo!",Marketing and Advertising
31293,CEO at ShopIgniter,Internet
31295,Owner at Elisa Contemporary Art,Fine Art
31296,Vice President of Sales at Vibrant Media,Online Media
31297,Senior Manager at Accenture,Management Consulting
31298,"VP, Group Account Director at Commonwealth  a McCann Worldgroup company",Marketing and Advertising
31299,"Sr. Manager, Interactive Program Management at SapientNitro",Marketing and Advertising
31302,Head of Creative Platform Solutions at Google,Internet
31309,"Sr. Manager, Hiring at Sapient",Staffing and Recruiting
31315,Vice President,Marketing and Advertising
31317,Associate Director at Maxwell Davidson Gallery,Fine Art
31318,Senior Agency Counsel at NYC Office of Emergency Management,Law Practice
31319,"Sales Director, Midwest at Spongecell",Marketing and Advertising
31320,"Head of Automotive, Global Vertical Marketing at Facebook",Marketing and Advertising
31323,Account Director at Sapient,Marketing and Advertising
31327,Sr. Account Manager at Microsoft,Marketing and Advertising
31329,Executive Producer at Ignition Creative,Internet
31332,Writer & Blogger,Marketing and Advertising
31333,Managing Director at American Capital Company,Venture Capital & Private Equity
31335,International Model Quality Responsible at Chrysler,Automotive
31337,Senior Urban Specialist,International Trade and Development
31338,"SVP, Director of Integrated Analytics at Arnold Worldwide",Marketing and Advertising
31340,Sr. Account Director,Marketing and Advertising
31342,Digital Marketing Professional,Internet
31343,VP  Customer Experience  at TIAA-CREF,Financial Services
31344,Sr. Associate Program Management at SapientNitro,Information Technology and Services
31350,Senior Account Manager at Williams Lea,Outsourcing/Offshoring
31351,"Digital Marketing Manager West Business Center, Chrysler Group, LLC",Online Media
31352,"Manager, Copy at SapientNitro",Marketing and Advertising
31356,Freelance Creative Director/Copywriter,Marketing and Advertising
31357,Senior Project Manager at EPRI,Renewables & Environment
31358,"Senior Manager, Brand Planning/Strategy at SapientNitro",Marketing and Advertising
31359,"Midwest Director, Digital Sales. at Jumpstart Automotive Group",Marketing and Advertising
31363,Global SEO Lead at iProspect,Marketing and Advertising
31366,Jeep Brand Manager Wrangler at Chrysler,Automotive
31368,Digital/CRM Marketing noname Mercedes-Benz USA,Automotive
31369,Strategic Omni-Channel Brand and Business Leadership,Marketing and Advertising
31370,"Digital, CRM, and eCommerce Executive",Marketing and Advertising
31375,Senior Executive Recruiter at Randstad USA,Marketing and Advertising
31376,Senior Executive / Partner at Accenture Interactive,Internet
31378,Technical Operations at Google,Financial Services
31379,Program Manager at VivaKi,Internet
31380,Physics Teacher at Brunswick School,Primary/Secondary Education
